brand,item,vitola,price,inventory,icon
Kristoff,Kristoff Sumatra Robusto,Robusto,$9.15,0,/img/placeholder.svg
Kristoff,Kristoff Vengeance Robusto,Robusto,$9.35,0,/img/placeholder.svg
Kristoff,Kristoff Vengence Toro,Toro,$10.05,1,/img/placeholder.svg
Liga Privada,Liga #9 Corona Doble,Corona,$19.95,0,/img/placeholder.svg
Liga Privada,Liga #9 Flying Pig,Perfecto,$20.55,0,/img/placeholder.svg
Liga Privada,Liga #9 Robusto,Robusto,$17.95,0,/img/placeholder.svg
Liga Privada,Liga #9 Toro,Toro,$18.95,0,/img/placeholder.svg
Liga Privada,Liga H99 Robusto,Robusto,$17.95,0,/img/placeholder.svg
Liga Privada,Liga H99 Toro,Toro,$18.95,0,/img/placeholder.svg
Liga Privada,Liga Privada 10 Aniversario Toro,Toro,$25.00,0,/img/placeholder.svg
Liga Privada,Liga T52 Belicoso,Belicoso,$18.95,0,/img/placeholder.svg
Liga Privada,Liga T52 Corona Doble,Corona,$19.95,0,/img/placeholder.svg
Liga Privada,Liga T52 Flying Pig,nan,$20.55,0,/img/placeholder.svg
Liga Privada,Liga T52 Robusto,Robusto,$17.95,0,/img/placeholder.svg
Liga Privada,Liga T52 Toro,Toro,$18.95,0,/img/placeholder.svg
Liga Privada,Liga Unico Dirty Rat,Corona Extra,$18.85,0,/img/placeholder.svg
Liga Privada,Liga Unico Feral Flying Pig,Perfecto,$23.65,0,/img/placeholder.svg
Liga Privada,Liga Unico L40 Lancero,Lancero,$19.95,0,/img/placeholder.svg
Liga Privada,Liga Unico Papas Fritas,Petite Corona,$7.85,0,/img/placeholder.svg
Liga Privada,Liga Unico Ratzilla,Corona Extra,$20.45,0,/img/placeholder.svg
Liga Privada,Liga Unico Velvet Rat,Perfecto,$19.75,0,/img/placeholder.svg
Macanudo,Emissary France Toro,nan,$nan,0,/img/placeholder.svg
Macanudo,Emissary France Robusto,Robusto,$15.75,0,/img/placeholder.svg
Macanudo,Macanudo Ascots,Cigarillo,$24.95,0,/img/placeholder.svg
Macanudo,Macanudo Cafe Baron de Rothschild,Lonsdale,$10.95,0,/img/placeholder.svg
Macanudo,Macanudo Cafe Crystal,Robusto,$11.95,0,/img/placeholder.svg
Macanudo,Macanudo Cafe Duke of York Robusto,Robusto,$11.95,0,/img/placeholder.svg
Macanudo,Macanudo Cafe Gigante,Gordo,$11.95,0,/img/placeholder.svg
Macanudo,Macanudo Cafe Hyde Park Robusto,Robusto,$10.95,0,/img/placeholder.svg
Macanudo,Macanudo Cafe Prince Philip Churchill,Churchill,$11.85,0,/img/placeholder.svg
Macanudo,Macanudo Cafe Tudor Toro,Toro,$12.25,0,/img/placeholder.svg
Macanudo,Macanudo Cru Royale Gigante,Gordo,$13.75,0,/img/placeholder.svg
Macanudo,Macanudo Cru Royale Toro,Toro,$11.95,0,/img/placeholder.svg
Macanudo,Macanudo Emissary Espana Toro,Toro,$16.55,0,/img/placeholder.svg
Macanudo,Macanudo Inspirado Black Robusto,Robusto,$9.25,0,/img/placeholder.svg
Macanudo,Macanudo Inspirado Black Toro,Toro,$10.55,0,/img/placeholder.svg
Macanudo,Macanudo Inspirado Green Giagante,Gordo,$9.95,0,/img/placeholder.svg
Macanudo,Macanudo Inspirado Green Robusto,Robusto,$8.95,0,/img/placeholder.svg
Macanudo,Macanudo Inspirado Green Toro,Toro,$9.55,0,/img/placeholder.svg
Macanudo,Macanudo Inspirado Orange Cigarillos,Cigarillo,$20.00,0,/img/placeholder.svg
Macanudo,Macanudo Inspirado Orange Gigante,Gordo,$9.95,0,/img/placeholder.svg
Macanudo,Macanudo Inspirado Orange Robusto,Robusto,$8.95,0,/img/placeholder.svg
Macanudo,Macanudo Inspirado Orange Tins,Cigarillo,$14.95,0,/img/placeholder.svg
Macanudo,Macanudo Inspirado Orange Toro,Toro,$9.55,0,/img/placeholder.svg
Macanudo,Macanudo Inspirado Red Robusto,Robusto,$8.95,0,/img/placeholder.svg
Macanudo,Macanudo Inspirado Red Tins,Cigarillo,$14.95,0,/img/placeholder.svg
Macanudo,Macanudo Inspirado Red Toro,Toro,$9.55,0,/img/placeholder.svg
Macanudo,Macanudo Inspirado White Churchill,Churchill,$10.55,0,/img/placeholder.svg
Macanudo,Macanudo Inspirado White Cigarillos,Cigarillo,$17.95,0,/img/placeholder.svg
Macanudo,Macanudo Inspirado White Gigante,Gordo,$10.95,0,/img/placeholder.svg
Macanudo,Macanudo Inspirado White Robusto,Robusto,$8.95,0,/img/placeholder.svg
Macanudo,Macanudo Inspirado White Tins,Cigarillo,$14.95,0,/img/placeholder.svg
Macanudo,Macanudo Inspirado White Toro,Toro,$9.55,0,/img/placeholder.svg
Macanudo,Macanudo M Coffee Toro,Toro,$10.25,0,/img/placeholder.svg
Macanudo,Macanudo M Espresso & Cream Toro,Toro,$10.25,0,/img/placeholder.svg
Macanudo,Macanudo M Irish Cream,Toro,$10.15,0,/img/placeholder.svg
Macanudo,Macanudo M Vanilla Bourbon,Toro,$10.15,0,/img/placeholder.svg
Macanudo,Macanudo Vintage 2006 Toro,Toro,$15.95,0,/img/placeholder.svg
Macanudo,Macanudo Vintage 2010 Churchill,Churchill,$13.95,0,/img/placeholder.svg
Macanudo,Macanudo Vintage 2010 Toro Grande,Toro,$13.95,0,/img/placeholder.svg
Macanudo,Macanudo Vintage 2013 Maduro Toro,Toro,$13.95,0,/img/placeholder.svg
Montecristo,Montecristo 1935 Anniversary Toro,Toro,$18.65,0,/img/placeholder.svg
Montecristo,Montecristo Classic Churchill,Churchill,$17.95,0,/img/placeholder.svg
Montecristo,Montecristo Classic El Conde,Toro,$17.45,0,/img/placeholder.svg
Montecristo,Montecristo Classic Robusto,Robusto,$15.85,0,/img/placeholder.svg
Montecristo,Montecristo Classic Toro,Toro,$16.75,0,/img/placeholder.svg
Montecristo,Montecristo Diamante Robusto,Robusto,$23.95,0,/img/placeholder.svg
Montecristo,Montecristo Diamante Toro,Toro,$24.95,0,/img/placeholder.svg
Montecristo,Montecristo Epic Vintage 12 Toro,Toro,$18.95,0,/img/placeholder.svg
Montecristo,Montecristo Espada Oscuro Quillon,Double Corona,$17.95,0,/img/placeholder.svg
Montecristo,Montecristo Espada Oscuro Ricasso,Robusto,$15.95,0,/img/placeholder.svg
Montecristo,Montecristo Espada Quillon,Double Corona,$17.95,0,/img/placeholder.svg
Montecristo,Montecristo Espada Ricasso,Robusto,$15.95,0,/img/placeholder.svg
Montecristo,Montecristo Nicaragua Toro,Toro,$15.95,0,/img/placeholder.svg
Montecristo,Montecristo Platinum Robusto,Robusto,$12.95,1,/img/placeholder.svg
Montecristo,Montecristo Platinum Toro,Toro,$13.95,6,/img/placeholder.svg
Montecristo,Montecristo White Churchill,Churchill,$17.45,0,/img/placeholder.svg
Montecristo,Montecristo White Rothschild,Rothschild,$14.95,0,/img/placeholder.svg
Montecristo,Montecristo White Toro,Toro,$15.95,0,/img/placeholder.svg
Montecristo,Montecristo Yellow Churchill,Churchill,$22.95,0,/img/placeholder.svg
Montecristo,Montecristo Yellow Robusto,Robusto,$20.95,0,/img/placeholder.svg
My Father,MF DPG Original Generosos Toro,Toro,$11.55,0,/img/placeholder.svg
My Father,MF DPG Original Invictos Robusto,Robusto,$9.55,0,/img/placeholder.svg
My Father,MF El Centurion H-2K-CT BP Toro,Toro,$9.95,0,/img/placeholder.svg
My Father,MF Le Bijou 1922 BP Torpedo,Torpedo,$13.35,0,/img/placeholder.svg
My Father,MF Le Bijou 1922 Grand Robusto,Robusto,$12.45,0,/img/placeholder.svg
My Father,MF Le Bijou 1922 Toro,Toro,$12.95,0,/img/placeholder.svg
My Father,MF My Father CT Robusto,Robusto,$9.75,0,/img/placeholder.svg
My Father,MF My Father CT Toro,Toro,$10.55,0,/img/placeholder.svg
My Father,MF My Father No.1 Robusto,Robusto,$11.45,0,/img/placeholder.svg
My Father,MF My Father No.5 Toro,Toro,$13.55,0,/img/placeholder.svg
My Father,MF The Judge BP Grand Robusto,Robusto,$13.95,0,/img/placeholder.svg
My Father,MF The Judge Toro Fino,Toro,$13.25,0,/img/placeholder.svg
NUB,NUB Cafe Single Roast 4x60 Cappuccino,Short Gordo,$10.15,0,/img/placeholder.svg
NUB,NUB Cameroon 460,Short Gordo,$8.55,0,/img/placeholder.svg
NUB,NUB Connecticut 460,Short Gordo,$10.15,0,/img/placeholder.svg
NUB,NUB Habano 460,Short Gordo,$9.85,0,/img/placeholder.svg
NUB,NUB Maduro 460,Short Gordo,$10.85,0,/img/placeholder.svg
Odyssey,Odyssey CT Gigante,Gordo,$3.25,0,/img/placeholder.svg
Odyssey,Odyssey CT Robusto,Robusto,$2.55,0,/img/placeholder.svg
Odyssey,Odyssey CT Toro,Toro,$2.85,0,/img/placeholder.svg
Oliva,Oliva 135 Aniversario Serie V,nan,$14.75,0,/img/placeholder.svg
Oliva,Oliva CT Reserve Churchill,Churchill,$13.55,1,/img/placeholder.svg
Oliva,Oliva CT Reserve Double Toro,Toro,$14.35,0,/img/placeholder.svg
Oliva,Oliva CT Reserve Robusto,Robusto,$9.75,0,/img/placeholder.svg
Oliva,Oliva CT Reserve Toro,Toro,$11.75,0,/img/placeholder.svg
Oliva,Oliva Melanio Churchill,Churchill,$18.65,0,/img/placeholder.svg
Oliva,Oliva Melanio Double Toro,Toro,$19.95,0,/img/placeholder.svg
Oliva,Oliva Melanio Maduro Churchill,Churchill,$18.65,0,/img/placeholder.svg
Oliva,Oliva Melanio Maduro Double Toro,Toro,$19.95,0,/img/placeholder.svg
Oliva,Oliva Melanio Maduro Robusto,Robusto,$13.85,0,/img/placeholder.svg
Oliva,Oliva Melanio Maduro Toro,Toro,$17.65,0,/img/placeholder.svg
Oliva,Oliva Melanio Robusto,Robusto,$13.85,0,/img/placeholder.svg
Oliva,Oliva Melanio Toro,Toro,$17.65,0,/img/placeholder.svg
Oliva,Oliva Serie G Double Robusto,Robusto,$9.85,0,/img/placeholder.svg
Oliva,Oliva Serie G Maduro Robusto,Robusto,$8.25,0,/img/placeholder.svg
Oliva,Oliva Serie G Toro,Toro,$8.35,0,/img/placeholder.svg
Oliva,Oliva Serie O #4,nan,$7.55,0,/img/placeholder.svg
Oliva,Oliva Serie O Double Toro,Toro,$11.95,0,/img/placeholder.svg
Oliva,Oliva Serie O Maduro Double Robusto,Robusto,$11.65,0,/img/placeholder.svg
Oliva,Oliva Serie O Maduro Double Toro,Toro,$13.65,0,/img/placeholder.svg
Oliva,Oliva Serie O Robusto,Robusto,$8.85,0,/img/placeholder.svg
Oliva,Oliva Serie O Toro,Toro,$9.55,0,/img/placeholder.svg
Oliva,Oliva Serie V Double Robusto,Robusto,$11.85,0,/img/placeholder.svg
Oliva,Oliva Serie V Double Toro,Gordo,$14.65,0,/img/placeholder.svg
Oliva,Oliva Serie V Figurado,Figurado,$16.55,0,/img/placeholder.svg
Oliva,Oliva Serie V Lancero,Lancero,$10.85,0,/img/placeholder.svg
Oliva,Oliva Serie V Maduro Double Robusto,Robusto,$12.45,0,/img/placeholder.svg
Oliva,Oliva Serie V Maduro Double Toro,Toro,$13.45,0,/img/placeholder.svg
Omar Ortez,Omar Ortez Connecticut Robusto,Robusto,$7.65,0,/img/placeholder.svg
Padron,Padron Panetela Natural,Panetela,$nan,0,/img/padron.svg
Padron,Padron Panetela Maduro,Panetela,$nan,0,/img/padron.svg
Padron,Padron Palmas Natural,Long Corona,$nan,0,/img/padron.svg
Padron,Padron Palmas Maduro,Long Corona,$nan,0,/img/padron.svg
Padron,Padron Magnum Natural,Gigante,$nan,0,/img/padron.svg
Padron,Padron Magnum Maduro,Gigante,$nan,0,/img/padron.svg
Padron,Padron Londres Natural,Corona,$nan,0,/img/padron.svg
Padron,Padron Londres Maduro,Corona,$nan,0,/img/padron.svg
Padron,Padron Family Reserve #96 Natural,Robusto Gordo,$31.95,7,/img/padron.svg
Padron,Padron Family Reserve #96 Maduro,Robusto Gordo,$31.95,15,/img/padron.svg
Padron,Padron Family Reserve #95 Natural,Short Gordo,$nan,0,/img/padron.svg
Padron,Padron Family Reserve #95 Maduro,Short Gordo,$nan,0,/img/padron.svg
Padron,Padron Family Reserve #85 Natural,Robusto,$nan,0,/img/padron.svg
Padron,Padron Family Reserve #85 Maduro,Robusto,$nan,0,/img/padron.svg
Padron,Padron Family Reserve #50 Natural,Robusto,$29.95,0,/img/padron.svg
Padron,Padron Family Reserve #50 Maduro,Robusto,$29.95,0,/img/padron.svg
Padron,Padron Family Reserve #46 Natural,Toro,$31.95,0,/img/padron.svg
Padron,Padron Family Reserve #46 Maduro,Toro,$31.95,1,/img/padron.svg
Padron,Padron Family Reserve #45 Natural,Toro,$31.95,0,/img/padron.svg
Padron,Padron Family Reserve #45 Maduro,Toro,$31.95,0,/img/padron.svg
Padron,Padron Family Reserve #44 Natural Torpedo,Torpedo,$36.95,0,/img/padron.svg
Padron,Padron Family Reserve #44 Maduro Torpedo,Torpedo,$36.95,7,/img/padron.svg
Padron,Padron Executive Natural,Churchill,$nan,0,/img/padron.svg
Padron,Padron Executive Maduro,Churchill,$nan,0,/img/padron.svg
Padron,Padron Delicias Natural,Corona Extra,$nan,0,/img/padron.svg
Padron,Padron Delicias Maduro,Corona Extra,$nan,0,/img/padron.svg
Padron,Padron Damaso Series No. 8,Corona,$nan,0,/img/padron.svg
Padron,Padron Damaso Series No. 34 Red Label,Torpedo,$nan,0,/img/padron.svg
Padron,Padron Damaso Series No. 32 Red Label,Robusto,$nan,0,/img/padron.svg
Padron,Padron Damaso Series No. 17,Churchill,$nan,0,/img/padron.svg
Padron,Padron Damaso Series No. 15,Toro,$nan,0,/img/padron.svg
Padron,Padron Damaso Series No. 12,Robusto,$nan,0,/img/padron.svg
Padron,Padron Corticos Natural,Cigarillo,$nan,0,/img/padron.svg
Padron,Padron Corticos Maduro,Cigarillo,$nan,0,/img/padron.svg
Padron,Padron Churchill Natural,Churchill,$nan,0,/img/padron.svg
Padron,Padron Churchill Maduro,Churchill,$nan,0,/img/padron.svg
Padron,Padron Ambassador Natural,Lonsdale,$nan,0,/img/padron.svg
Padron,Padron Ambassador Maduro,Lonsdale,$nan,0,/img/padron.svg
Padron,Padron 7000 Natural,Gordo,$12.95,0,/img/padron.svg
Padron,Padron 7000 Maduro,Gordo,$12.95,6,/img/padron.svg
Padron,Padron 6000 Natural,Torpedo,$11.95,0,/img/padron.svg
Padron,Padron 6000 Maduro,Torpedo,$11.95,0,/img/padron.svg
Padron,Padron 5000 Natural,Robusto Gordo,$11.25,0,/img/padron.svg
Padron,Padron 5000 Maduro,Robusto Gordo,$11.25,0,/img/padron.svg
Padron,Padron 50 Years Toro Natural,Toro,$50.00,0,/img/padron.svg
Padron,Padron 50 Years Toro Maduro,Toro,$50.00,2,/img/padron.svg
Padron,Padron 4000 Natural,Toro,$11.25,0,/img/padron.svg
Padron,Padron 4000 Maduro,Toro,$11.25,16,/img/padron.svg
Padron,Padron 3000 Natural,Robusto,$10.25,0,/img/padron.svg
Padron,Padron 3000 Maduro,Robusto,$10.25,0,/img/padron.svg
Padron,Padron 2000 Natural,Robusto,$9.25,0,/img/padron.svg
Padron,Padron 2000 Maduro,Robusto,$9.25,0,/img/padron.svg
Padron,Padron 1964 Torpedo Natural,Torpedo,$nan,0,/img/padron.svg
Padron,Padron 1964 Torpedo Maduro,Torpedo,$nan,8,/img/padron.svg
Padron,Padron 1964 Toro TAA Exclusive Natural,Toro,$nan,0,/img/padron.svg
Padron,Padron 1964 Toro TAA Exclusive Maduro,Toro,$nan,0,/img/padron.svg
Padron,Padron 1964 Superior Natural,Lonsdale,$nan,0,/img/padron.svg
Padron,Padron 1964 Superior Maduro,Lonsdale,$nan,0,/img/padron.svg
Padron,Padron 1964 Soberano Natural Tubo,Robusto,$nan,0,/img/padron.svg
Padron,Padron 1964 Soberano Maduro Tubo,Robusto,$nan,0,/img/padron.svg
Padron,Padron 1964 Series A Maduro,Gigante,$nan,0,/img/padron.svg
Padron,Padron 1964 Principe Natural,Petit Corona,$nan,0,/img/padron.svg
Padron,Padron 1964 Principe Maduro,Petit Corona,$nan,0,/img/padron.svg
Padron,Padron 1964 Presidente Natural Tubo,Toro,$nan,0,/img/padron.svg
Padron,Padron 1964 Presidente Maduro Tubo,Toro,$nan,0,/img/padron.svg
Padron,Padron 1964 Piramide Natural,Pyramid,$nan,0,/img/padron.svg
Padron,Padron 1964 Piramide Maduro,Pyramid,$nan,0,/img/padron.svg
Padron,Padron 1964 No. 4 Natural,Gordo,$nan,0,/img/padron.svg
Padron,Padron 1964 No. 4 Maduro,Gordo,$nan,0,/img/padron.svg
Padron,Padron 1964 Monarca Natural,Toro,$nan,0,/img/padron.svg
Padron,Padron 1964 Monarca Maduro,Toro,$nan,0,/img/padron.svg
Padron,Padron 1964 Imperial Natural,Toro,$nan,0,/img/padron.svg
Padron,Padron 1964 Imperial Maduro,Toro,$nan,0,/img/padron.svg
Padron,Padron 1964 Hermoso Natural,Short Robusto,$nan,0,/img/padron.svg
Padron,Padron 1964 Hermoso Maduro,Short Robusto,$nan,0,/img/padron.svg
Padron,Padron 1964 Exclusivo Natural,Toro,$nan,0,/img/padron.svg
Padron,Padron 1964 Exclusivo Maduro,Toro,$nan,46,/img/padron.svg
Padron,Padron 1964 Diplomatico Natural,Churchill,$18.95,0,/img/padron.svg
Padron,Padron 1964 Diplomatico Maduro,Churchill,$18.95,22,/img/padron.svg
Padron,Padron 1964 Corona Natural,Corona,$nan,0,/img/padron.svg
Padron,Padron 1964 Corona Maduro,Corona,$nan,0,/img/padron.svg
Padron,Padron 1964 Belicoso Natural,Belicoso,$nan,0,/img/padron.svg
Padron,Padron 1964 Belicoso Maduro,Belicoso,$nan,0,/img/padron.svg
Padron,Padron 1964 A Natural,Gigante,$nan,0,/img/padron.svg
Padron,Padron 1926 No. 90 Natural,Robusto Gordo,$nan,0,/img/padron.svg
Padron,Padron 1926 No. 90 Maduro,Robusto Gordo,$nan,0,/img/padron.svg
Padron,Padron 1926 No. 9 Natural,Toro,$26.95,0,/img/padron.svg
Padron,Padron 1926 No. 9 Maduro,Toro,$26.95,24,/img/padron.svg
Padron,Padron 1926 No. 6 Natural,Robusto,$nan,0,/img/padron.svg
Padron,Padron 1926 No. 6 Maduro,Robusto,$nan,0,/img/padron.svg
Padron,Padron 1926 No. 48 Natural,Gordo,$nan,0,/img/padron.svg
Padron,Padron 1926 No. 48 Maduro,Gordo,$nan,0,/img/padron.svg
Padron,Padron 1926 No. 47 Natural,Robusto,$nan,0,/img/padron.svg
Padron,Padron 1926 No. 47 Maduro,Robusto,$nan,0,/img/padron.svg
Padron,Padron 1926 No. 35 Natural,Corona,$nan,0,/img/padron.svg
Padron,Padron 1926 No. 35 Maduro,Corona,$nan,0,/img/padron.svg
Padron,Padron 1926 No. 2 Natural,Belicoso,$nan,0,/img/padron.svg
Padron,Padron 1926 No. 2 Maduro,Belicoso,$nan,0,/img/padron.svg
Padron,Padron 1926 No. 1 Natural,Churchill,$29.25,0,/img/padron.svg
Padron,Padron 1926 No. 1 Maduro,Churchill,$29.25,7,/img/padron.svg
Padron,Padron 1926 80 Years Perfecto Natural,Perfecto,$nan,0,/img/padron.svg
Padron,Padron 1926 80 Years Perfecto Maduro,Perfecto,$nan,0,/img/padron.svg
Padron,Padron 1926 40 Years Torpedo Natural,Torpedo,$31.95,0,/img/padron.svg
Padron,Padron 1926 40 Years Torpedo Maduro,Torpedo,$31.95,4,/img/padron.svg
Padron,Millennium Maduro,Toro,$nan,0,/img/padron.svg
Pappy Van Winkle,Pappy Van Winkle Family Reserve Churchill,Churchill,$17.55,0,/img/placeholder.svg
Pappy Van Winkle,Pappy Van Winkle Family Reserve Robusto,Robusto,$16.55,0,/img/placeholder.svg
Pappy Van Winkle,Pappy Van Winkle Family Reserve Toro,Toro,$17.55,0,/img/placeholder.svg
Plasencia,Plasencia Alma Fuerte Nestor IV,Toro,$20.70,0,/img/placeholder.svg
Plasencia,Plasencia Reserva Robusto,Robusto,$9.10,0,/img/placeholder.svg
Plasencia,Plasencia Reserva Toro,Toro,$10.25,0,/img/placeholder.svg
Punch,Punch Diablo Brute Gordo,Gordo,$10.95,0,/img/placeholder.svg
Punch,Punch Golden Era Robusto,Robusto,$10.55,2,/img/placeholder.svg
Punch,Punch Golden Era Toro,Toro,$11.05,0,/img/placeholder.svg
Punch,Punch Gran Puro Nicaragua Rancho,Robusto Extra,$9.25,0,/img/placeholder.svg
Punch,Punch Gran Puro Nicaragua Toro,Toro,$8.95,0,/img/placeholder.svg
Punch,Punch Gran Puro Rancho,Robusto Extra,$9.75,0,/img/placeholder.svg
Punch,Punch Gran Puro Sesenta Gordo,Gordo,$9.95,0,/img/placeholder.svg
Punch,Punch Knuckle Buster Gordo,Gordo,$7.25,0,/img/placeholder.svg
Punch,Punch Knuckle Buster Toro,Toro,$6.55,0,/img/placeholder.svg
Punch,Punch Knuckle Buster Shade Toro,Toro,$6.45,0,/img/placeholder.svg
Punch,Punch Knucklebuster Shade Gordo,Gordo,$6.95,0,/img/placeholder.svg
Punch,Punch Knucklebuster Shade Robusto,Robusto,$5.75,0,/img/placeholder.svg
Punch,Punch Signature Gigante,Gordo,$11.95,0,/img/placeholder.svg
Punch,Punch Signature Pita 6x50,Toro,$10.55,0,/img/placeholder.svg
Punch,Punch Signature Robusto,Robusto,$10.65,0,/img/placeholder.svg
Rocky Patel,Hamlet Tabaquero Robusto Grande,Robusto,$10.45,0,/img/placeholder.svg
Rocky Patel,Java Latte Corona,Corona,$9.85,0,/img/placeholder.svg
Rocky Patel,Java Latte Toro,Toro,$11.65,0,/img/placeholder.svg
Rocky Patel,Java Maduro Corona,Corona,$9.85,0,/img/placeholder.svg
Rocky Patel,Java Maduro Toro,Toro,$11.65,0,/img/placeholder.svg
Rocky Patel,Java Mint Corona,Corona,$9.85,0,/img/placeholder.svg
Rocky Patel,Java Mint Robusto,Robusto,$8.00,0,/img/placeholder.svg
Rocky Patel,Java Mint Toro,Toro,$11.65,0,/img/placeholder.svg
Rocky Patel,Java Red Corona,Corona,$9.85,0,/img/placeholder.svg
Rocky Patel,Java Red Toro,Toro,$11.65,0,/img/placeholder.svg
Rocky Patel,RP A-10 Robusto,Robusto,$9.25,0,/img/placeholder.svg
Rocky Patel,RP A-10 Sixty,Gordo,$13.75,0,/img/placeholder.svg
Rocky Patel,RP A-10 Toro,Toro,$10.95,0,/img/placeholder.svg
Rocky Patel,RP ALR Robusto,Robusto,$15.85,0,/img/placeholder.svg
Rocky Patel,RP ALR Sixty,Gordo,$18.25,0,/img/placeholder.svg
Rocky Patel,RP ALR Toro,Toro,$17.05,0,/img/placeholder.svg
Rocky Patel,RP Conviction Toro,Toro,$100.00,3,/img/placeholder.svg
Rocky Patel,RP Dark Star Sixty,Gordo,$13.15,0,/img/placeholder.svg
Rocky Patel,RP Dark Star Toro,Robusto,$nan,0,/img/placeholder.svg
Rocky Patel,RP Dark Star Toro,Toro,$12.05,0,/img/placeholder.svg
Rocky Patel,RP DBS Robusto,Robusto,$20.95,0,/img/placeholder.svg
Rocky Patel,RP DBS Sixty,Gordo,$23.05,0,/img/placeholder.svg
Rocky Patel,RP DBS Toro,Toro,$22.05,0,/img/placeholder.svg
Rocky Patel,RP Decade Robusto,Robusto,$13.55,0,/img/placeholder.svg
Rocky Patel,RP Decade Toro,Toro,$14.95,0,/img/placeholder.svg
Rocky Patel,RP Disciple Robusto,Robusto,$12.25,0,/img/placeholder.svg
Rocky Patel,RP Disciple Sixty,Gordo,$15.05,0,/img/placeholder.svg
Rocky Patel,RP Disciple Toro,Toro,$13.35,0,/img/placeholder.svg
Rocky Patel,RP Disciple Bala Perfecto,Perfecto,$nan,0,/img/placeholder.svg
Rocky Patel,RP Disciple Half Corona,Petit Corona,$nan,0,/img/placeholder.svg
Rocky Patel,RP Edge 20th Anniversary Robusto,Robusto Gordo,$12.75,0,/img/placeholder.svg
Rocky Patel,RP Edge 20th Anniversary Sixty,Gordo,$15.65,0,/img/placeholder.svg
Rocky Patel,RP Edge 20th Anniversary Toro,Toro,$13.85,0,/img/placeholder.svg
Rocky Patel,RP Edge B52 Corojo,Short Gordo,$9.55,0,/img/placeholder.svg
Rocky Patel,RP Edge B52 Maduro,Short Gordo,$9.85,0,/img/placeholder.svg
Rocky Patel,RP Edge Corojo Toro,Toro,$8.95,0,/img/placeholder.svg
Rocky Patel,RP Edge Habano Toro,Toro,$8.75,0,/img/placeholder.svg
Rocky Patel,RP Edge Lite Toro,Toro,$9.05,0,/img/placeholder.svg
Rocky Patel,RP Edge Maduro Toro,Toro,$8.75,0,/img/placeholder.svg
Rocky Patel,RP Edge Sumatra Toro,Toro,$8.85,0,/img/placeholder.svg
Rocky Patel,RP Emerald Robusto,Robusto,$12.35,0,/img/placeholder.svg
Rocky Patel,RP Emerald Sixty,Gordo,$14.45,0,/img/placeholder.svg
Rocky Patel,RP Emerald Toro,Toro,$13.35,0,/img/placeholder.svg
Rocky Patel,RP Fifty-Five Robusto,Robusto,$13.15,0,/img/placeholder.svg
Rocky Patel,RP Fifty-Five Toro,Toro,$14.55,0,/img/placeholder.svg
Rocky Patel,RP Gold Label Toro,Toro,$13.65,0,/img/placeholder.svg
Rocky Patel,RP Gold Label Robusto,Robusto,$nan,0,/img/placeholder.svg
Rocky Patel,RP Its A Boy Toro,Toro,$105.00,0,/img/placeholder.svg
Rocky Patel,RP Its A Girl Toro,Toro,$105.00,0,/img/placeholder.svg
Rocky Patel,RP Number 6 Robusto,Robusto,$11.65,0,/img/placeholder.svg
Rocky Patel,RP Number 6 Sixty,Gordo,$14.35,0,/img/placeholder.svg
Rocky Patel,RP Number 6 Toro,Toro,$12.35,0,/img/placeholder.svg
Rocky Patel,RP Quarter Century Toro,Toro,$15.65,0,/img/placeholder.svg
Rocky Patel,RP Seed To Smoke Maduro Toro,Toro,$2.75,0,/img/placeholder.svg
Rocky Patel,RP Seed To Smoke Shade Toro,Toro,$2.75,0,/img/placeholder.svg
Rocky Patel,RP Sixty Robusto,Robusto,$18.53,0,/img/placeholder.svg
Rocky Patel,RP Sixty Sixty,Gordo,$20.85,0,/img/placeholder.svg
Rocky Patel,RP Sixty Toro,Gordo,$19.65,0,/img/placeholder.svg
Rocky Patel,RP Sun Grown Maduro Robusto,Robusto,$11.85,0,/img/placeholder.svg
Rocky Patel,RP Sun Grown Maduro Sixty,Gordo,$14.25,0,/img/placeholder.svg
Rocky Patel,RP Sun Grown Maduro Toro,Toro,$12.05,0,/img/placeholder.svg
Rocky Patel,RP Vintage 1990 Sixty,Gordo,$14.75,0,/img/placeholder.svg
Rocky Patel,RP Vintage 1990 Toro,Toro,$12.65,0,/img/placeholder.svg
Rocky Patel,RP Vintage 1992 Sixty,Gordo,$14.75,0,/img/placeholder.svg
Rocky Patel,RP Vintage 1992 Toro,Toro,$12.65,0,/img/placeholder.svg
Rocky Patel,RP Vintage 1999 Churchill,Churchill,$12.65,0,/img/placeholder.svg
Rocky Patel,RP Vintage 1999 Robusto,Robusto,$11.95,0,/img/placeholder.svg
Rocky Patel,RP Vintage 1999 Sixty,Gordo,$14.75,0,/img/placeholder.svg
Rocky Patel,RP Vintage 1999 Toro,Toro,$12.65,0,/img/placeholder.svg
Rocky Patel,RP Vintage 1999 Torpedo,Torpedo,$13.05,0,/img/placeholder.svg
Rocky Patel,RP Vintage 2003 Sixty,Gordo,$14.75,0,/img/placeholder.svg
Rocky Patel,RP Vintage 2003 Toro,Toro,$12.65,0,/img/placeholder.svg
Rocky Patel,RP Vintage 2006 Sixty,Gordo,$14.75,0,/img/placeholder.svg
Rocky Patel,RP Vintage 2006 Toro,Toro,$12.65,0,/img/placeholder.svg
